,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
214,0.1636744499206543,0.006816329236299693,0.001994752883911133,0.0024430782192081395,0.001,"(22, 22)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (22, 22), 'ica__n_components': 9}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
215,0.22764883041381836,0.009063353628665097,0.001015472412109375,0.0020139411842009748,0.001,"(22, 22)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (22, 22), 'ica__n_components': 10}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7824310520939735,0.7833809718252348,0.0004824266990572404,272,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7843837713702475,0.782852768563409,0.7835851334078645,0.0004849010007015575
216,0.16981515884399415,0.005430097652236973,0.0009103298187255859,0.0018206596374511718,0.001,"(11, 11, 11)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (11, 11, 11), 'ica__n_components': 2}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
217,0.2142192840576172,0.004112369130923744,0.0002086639404296875,0.000417327880859375,0.001,"(11, 11, 11)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (11, 11, 11), 'ica__n_components': 3}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
218,0.16559019088745117,0.009826135284231263,0.001559877395629883,0.002220974642219499,0.001,"(11, 11, 11)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (11, 11, 11), 'ica__n_components': 4}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
219,0.16248040199279784,0.002787564343109989,0.0012099742889404297,0.0016105304727377884,0.001,"(11, 11, 11)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (11, 11, 11), 'ica__n_components': 5}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
220,0.1733567237854004,0.0026977842385393323,0.0019055843353271485,0.0023378101288018802,0.001,"(11, 11, 11)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (11, 11, 11), 'ica__n_components': 6}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
221,0.17385616302490234,0.0042034941354110724,0.0019057750701904296,0.0021530814104876715,0.001,"(11, 11, 11)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (11, 11, 11), 'ica__n_components': 7}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
222,0.1720414161682129,0.005541674183821955,0.0003176689147949219,0.0006353378295898438,0.001,"(11, 11, 11)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (11, 11, 11), 'ica__n_components': 8}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
223,0.18078460693359374,0.004063869867053753,0.0,0.0,0.001,"(11, 11, 11)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (11, 11, 11), 'ica__n_components': 9}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
224,0.17204508781433106,0.005169558884373121,0.0010000705718994141,0.0020001411437988287,0.001,"(11, 11, 11)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (11, 11, 11), 'ica__n_components': 10}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
